27/04/20 18:19:13
Comments: 
3670845557.728992,000023060080,01,03,C2,00,00,08,00,00,
3670845557.772036,000021000082,00,00,00,00,00,00,00,00,
3670845557.772466,000023060082,01,03,02,00,00,00,00,00,
3670845557.822046,000021000084,00,00,00,00,00,00,00,00,
3670845557.822485,000023060084,01,03,02,00,00,00,00,00,
3670845557.872230,000020860000,00,02,00,01,AA,00,05,00,
3670845557.872514,000020860082,00,04,00,01,AA,27,05,00,
3670845557.872807,000020860104,00,00,00,00,AA,FF,00,00,
3670845557.873094,000020860186,00,02,00,00,AA,FF,00,00,
3670845557.873382,000020860208,00,04,00,01,AA,27,02,00,
3670845557.873670,00002086028A,00,00,00,00,AA,FF,00,00,
3670845557.873961,00002086400C,00,00,02,00,AA,04,05,00,
3670845557.874247,00002086408E,00,00,01,01,AA,04,02,01,
3670845557.874531,000022860006,00,02,00,01,AA,00,05,00,
3670845557.874825,000022860088,00,04,00,01,AA,27,05,00,
3670845557.875124,00002286010A,00,00,00,00,AA,FF,00,00,
3670845557.875425,00002286018C,00,02,00,00,AA,FF,00,00,
3670845557.875722,00002286020E,00,04,00,01,AA,27,02,00,
3670845557.876025,000022860280,00,00,00,00,AA,FF,00,00,
3670845557.876321,000022864002,00,00,02,00,AA,04,05,00,
3670845557.876619,000022864084,00,00,01,01,AA,04,02,01,
3670845557.877203,000020864100,00,00,01,00,AA,FF,00,00,
3670845557.877491,000020868002,00,00,00,00,AA,18,05,00,
3670845557.877779,000020868084,00,00,00,01,AA,09,05,00,
3670845557.878065,000020868106,00,00,00,01,AA,09,05,00,
3670845557.878353,000020868188,00,00,00,00,AA,04,05,00,
3670845557.878643,00002086820A,00,00,00,00,AA,FF,00,00,
3670845557.878939,000020940000,00,00,00,00,AA,FF,00,00,
3670845557.879225,000020940082,00,02,00,01,AA,18,05,00,
3670845557.879510,000022864106,00,00,01,00,AA,FF,00,00,
3670845557.879813,000022868008,00,00,00,00,AA,18,05,00,
3670845557.880109,00002286808A,00,00,00,01,AA,09,05,00,
3670845557.880404,00002286810C,00,00,00,01,AA,09,05,00,
3670845557.880702,00002286818E,00,00,00,00,AA,04,05,00,
3670845557.881005,000022868200,00,00,00,00,AA,FF,00,00,
3670845557.882513,000020940104,00,00,00,00,AA,FF,00,00,
3670845557.882801,000020940186,00,00,00,00,AA,FF,00,00,
3670845557.883089,000020940208,00,02,00,01,AA,18,02,00,
3670845557.883377,00002094028A,00,00,00,00,AA,04,02,00,
3670845557.883665,00002094400C,00,00,02,00,AA,04,05,00,
3670845557.883951,00002094408E,00,00,01,01,AA,04,02,01,
3670845557.884242,000020944100,00,00,01,00,AA,FF,00,00,
3670845557.884528,000020948002,00,00,00,00,AA,18,05,00,
3670845557.887172,000020948084,00,00,00,01,AA,09,05,00,
3670845557.887460,000020948106,00,00,00,01,AA,09,05,00,
3670845557.887750,000020948188,00,00,00,00,AA,04,05,00,
3670845557.888038,00002094820A,00,00,00,00,AA,04,05,00,
3670845557.888328,0000208C0000,00,03,00,01,AA,04,05,00,
3670845557.888612,0000208C0082,00,16,00,01,AA,13,05,00,
3670845557.888904,0000208C0104,00,00,00,00,AA,FF,00,00,
3670845557.889190,0000208C0186,00,03,00,00,AA,FF,00,00,
3670845557.892469,0000208C0208,00,16,00,01,AA,05,02,00,
3670845557.892757,0000208C028A,00,00,00,00,AA,FF,00,00,
3670845557.893053,0000208C400C,00,00,02,00,AA,FF,00,00,
3670845557.893335,0000208C408E,00,0A,01,01,AA,04,02,01,
3670845557.893625,0000208C4100,00,00,01,00,AA,FF,00,00,
3670845557.893910,0000208C8002,00,00,00,00,AA,18,05,00,
3670845557.894198,0000208C8084,00,00,00,01,AA,09,05,00,
3670845557.894485,0000208C8106,00,00,00,01,AA,09,05,00,
3670845557.897172,0000208C8188,00,00,00,00,AA,FF,00,00,
3670845557.897463,0000208C820A,00,00,00,00,AA,FF,00,00,
3670845557.897757,000020920000,00,00,00,00,AA,FF,00,00,
3670845557.898045,000020920082,00,06,00,01,AA,05,05,00,
3670845557.898336,000020920104,00,00,00,00,AA,FF,00,00,
3670845557.898629,000020920186,00,00,00,00,AA,FF,00,00,
3670845557.898921,000020920208,00,06,00,01,AA,05,02,00,
3670845557.899209,00002092028A,00,00,00,00,AA,FF,00,00,
3670845557.902179,00002092400C,00,00,02,00,AA,04,05,00,
3670845557.902467,00002092408E,00,00,01,01,AA,04,02,00,
3670845557.902759,000020924100,00,00,01,00,AA,FF,00,00,
3670845557.903047,000020928002,00,00,00,00,AA,18,05,00,
3670845557.903333,000020928084,00,00,00,01,AA,09,05,00,
3670845557.903621,000020928106,00,00,00,01,AA,09,05,00,
3670845557.903908,000020928188,00,00,00,01,AA,04,05,00,
3670845557.904198,00002092820A,00,00,00,00,AA,FF,00,00,
3670845557.907465,0000208A0000,00,00,00,00,AA,05,05,00,
3670845557.907752,0000208A0082,00,04,00,01,AA,F9,05,00,
3670845557.908046,0000208A0104,00,00,00,00,AA,FF,00,00,
3670845557.908334,0000208A0186,00,00,00,00,AA,05,02,00,
3670845557.908624,0000208A0208,00,04,00,00,AA,05,02,00,
3670845557.908912,0000208A028A,00,00,00,00,AA,FF,00,00,
3670845557.909202,0000208A400C,00,00,02,00,AA,FF,00,00,
3670845557.909486,0000208A408E,00,00,01,01,AA,04,02,01,
3670845557.912151,0000208A4100,00,00,01,00,AA,FF,00,00,
3670845557.912436,0000208A8002,00,00,00,00,AA,18,05,00,
3670845557.912726,0000208A8084,00,00,00,00,AA,09,05,00,
3670845557.913014,0000208A8106,00,00,00,01,AA,09,05,00,
3670845557.913307,0000208A8188,00,00,00,00,AA,FF,00,00,
3670845557.913597,0000208A820A,00,00,00,00,AA,FF,00,00,
3670845557.913893,000021000086,00,00,00,00,00,00,00,00,
3670845557.914313,000023060082,01,03,02,00,00,00,00,00,
3670845557.922151,0000209E0000,00,00,00,00,AA,FF,00,00,
3670845557.922442,0000209E0082,00,00,00,00,AA,FF,00,00,
3670845557.922740,0000209E0104,00,00,00,00,AA,FF,00,00,
3670845557.923031,0000209E0186,00,00,00,00,AA,FF,00,00,
3670845557.923326,0000209E0208,00,00,00,00,AA,FF,00,00,
3670845557.923616,0000209E028A,00,00,00,00,AA,FF,00,00,
3670845557.923909,0000209E400C,00,00,02,01,AA,04,05,00,
3670845557.924195,0000209E408E,00,00,01,01,AA,04,02,01,
3670845557.927165,0000209E4100,00,00,01,00,AA,FF,00,00,
3670845557.927453,0000209E8002,00,00,00,00,AA,18,05,00,
3670845557.927742,0000209E8084,00,00,00,00,AA,09,05,00,
3670845557.928032,0000209E8106,00,00,00,00,AA,09,05,00,
3670845557.928325,0000209E8188,00,00,00,00,AA,FF,00,00,
3670845557.928618,0000209E820A,00,00,00,00,AA,FF,00,00,
3670845557.928915,0000209C0000,00,00,00,00,AA,05,05,00,
3670845557.929207,0000209C0082,00,00,00,00,AA,05,05,00,
3670845557.932453,0000209C0104,00,00,00,00,AA,FF,00,00,
3670845557.932745,0000209C0186,00,00,00,00,AA,05,02,00,
3670845557.933040,0000209C0208,00,00,00,00,AA,05,02,00,
3670845557.933330,0000209C028A,00,00,00,00,AA,FF,00,00,
3670845557.933619,0000209C400C,00,00,02,00,AA,04,05,00,
3670845557.933906,0000209C408E,00,00,01,01,AA,04,02,01,
3670845557.934197,0000209C4100,00,00,01,00,AA,FF,00,00,
3670845557.934488,0000209C8002,00,00,00,00,AA,18,05,00,
3670845557.937108,0000209C8084,00,00,00,01,AA,09,05,00,
3670845557.937397,0000209C8106,00,00,00,01,AA,09,05,00,
3670845557.937690,0000209C8188,00,00,00,00,AA,04,05,00,
3670845557.937982,0000209C820A,00,00,00,00,AA,FF,00,00,
3670845557.938272,0000209A0000,00,06,00,01,AA,05,05,00,
3670845557.938558,0000209A0082,00,06,00,01,AA,05,05,00,
3670845557.938852,0000209A0104,00,00,00,00,AA,FF,00,00,
3670845557.939137,0000209A0186,00,06,00,01,AA,05,02,00,
3670845557.942425,0000209A0208,00,06,00,01,AA,05,02,00,
3670845557.942715,0000209A028A,00,00,00,00,AA,FF,00,00,
3670845557.943005,0000209A400C,00,00,02,00,AA,04,05,00,
3670845557.943289,0000209A408E,00,00,01,01,AA,04,02,01,
3670845557.943581,0000209A4100,00,00,01,00,AA,FF,00,00,
3670845557.943869,0000209A8002,00,00,00,00,AA,18,05,00,
3670845557.944157,0000209A8084,00,00,00,01,AA,09,05,00,
3670845557.944443,0000209A8106,00,00,00,01,AA,09,05,00,
3670845557.947111,0000209A8188,00,00,00,00,AA,04,05,00,
3670845557.947407,0000209A820A,00,00,00,00,AA,FF,00,00,
3670845557.947697,000020960000,00,06,00,01,AA,05,05,00,
3670845557.947985,000020960082,00,00,00,00,AA,05,05,00,
3670845557.948277,000020960104,00,00,00,00,AA,FF,00,00,
3670845557.948561,000020960186,00,06,00,01,AA,05,02,00,
3670845557.948853,000020960208,00,00,00,00,AA,05,02,00,
3670845557.949141,00002096028A,00,00,00,00,AA,FF,00,00,
3670845557.952113,00002096400C,00,00,02,00,AA,04,05,00,
3670845557.952400,00002096408E,00,00,01,01,AA,04,02,01,
3670845557.952690,000020964100,00,00,01,00,AA,FF,00,00,
3670845557.952976,000020968002,00,00,00,00,AA,18,05,00,
3670845557.953266,000020968084,00,00,00,00,AA,09,05,00,
3670845557.953554,000020968106,00,00,00,01,AA,09,05,00,
3670845557.953844,000020968188,00,00,00,00,AA,04,05,00,
3670845557.954134,00002096820A,00,00,00,00,AA,FF,00,00,
3670845557.957426,0000208E0000,00,00,00,00,AA,FF,00,00,
3670845557.957720,0000208E0082,00,00,00,00,AA,05,05,00,
3670845557.958014,0000208E0104,00,00,00,00,AA,FF,00,00,
3670845557.958303,0000208E0186,00,00,00,00,AA,FF,00,00,
3670845557.958598,0000208E0208,00,00,00,00,AA,05,02,00,
3670845557.958888,0000208E028A,00,00,00,00,AA,04,02,00,
3670845557.959176,0000208E400C,00,0A,02,01,AA,04,05,00,
3670845557.959462,0000208E408E,00,00,01,01,AA,04,02,01,
3670845557.962119,0000208E4100,00,00,01,00,AA,FF,00,00,
3670845557.962407,0000208E8002,00,00,00,00,AA,18,05,00,
3670845557.962695,0000208E8084,00,00,00,01,AA,09,05,00,
3670845557.962985,0000208E8106,00,00,00,01,AA,09,05,00,
3670845557.963277,0000208E8188,00,00,00,00,AA,04,05,00,
3670845557.963564,0000208E820A,00,00,00,01,AA,04,05,00,
3670845557.963862,000021000088,00,00,00,00,00,00,00,00,
3670845557.964309,000023060084,01,03,02,00,00,00,00,00,
3670845557.972126,000020840000,00,00,00,00,AA,FF,00,00,
3670845557.972416,000020840082,00,00,00,00,AA,05,05,00,
3670845557.972709,000020840104,00,00,00,00,AA,FF,00,00,
3670845557.972997,000020840186,00,00,00,00,AA,FF,00,00,
3670845557.973289,000020840208,00,00,00,00,AA,FF,00,00,
3670845557.973577,00002084028A,00,00,00,00,AA,04,02,00,
3670845557.973866,00002084400C,00,00,02,00,AA,04,05,00,
3670845557.974152,00002084408E,00,00,01,01,AA,04,02,00,
3670845557.977124,000020844100,00,00,01,00,AA,FF,00,00,
3670845557.977412,000020848002,00,00,00,00,AA,18,05,00,
3670845557.977702,000020848084,00,00,00,00,AA,09,05,00,
3670845557.977990,000020848106,00,00,00,01,AA,09,05,00,
3670845557.978280,000020848188,00,00,00,01,AA,04,05,00,
3670845557.978566,00002084820A,00,00,00,01,AA,04,05,00,
3670845557.978862,00002100008A,00,00,00,00,00,00,00,00,
3670845557.979280,000023060086,01,03,02,00,00,00,00,00,
3670845558.022450,00002100008C,00,00,00,00,00,00,00,00,
3670845558.022892,000023060088,01,03,02,00,00,00,00,00,
3670845558.072055,00002100008E,00,00,00,00,00,00,00,00,
3670845558.072474,00002306008A,01,03,02,00,00,00,00,00,
3670845558.122559,00002006008C,00,00,00,00,00,00,00,00,
3670845558.122850,00002094000C,00,00,00,00,AA,FF,00,00,
3670845558.123135,00002094008E,00,02,00,01,AA,18,05,00,
3670845558.123429,000020940100,00,00,00,00,AA,FF,00,00,
3670845558.123721,000020940182,00,00,00,00,AA,FF,00,00,
3670845558.124012,000020940204,00,02,00,01,AA,18,02,00,
3670845558.124300,000020940286,00,00,00,00,AA,04,02,00,
3670845558.124592,000020944008,00,00,02,00,AA,04,05,00,
3670845558.124887,00002206008C,00,00,00,00,00,00,00,00,
3670845558.125184,00003786000E,20,00,00,01,20,00,7F,98,
3670845558.125482,000037860080,20,00,00,01,20,00,7F,98,
3670845558.125776,000037868082,01,61,6D,98,00,03,00,03,
3670845558.126070,000037868104,01,6C,6D,AE,14,3E,00,00,
3670845558.127232,00002094408A,00,00,01,01,AA,04,02,01,
3670845558.127520,00002094410C,00,00,01,00,AA,FF,00,00,
3670845558.127806,00002094800E,00,00,00,00,AA,18,05,00,
3670845558.128096,000020948080,00,00,00,01,AA,09,05,00,
3670845558.128382,000020948102,00,00,00,01,AA,09,05,00,
3670845558.128670,000020948184,00,00,00,00,AA,04,05,00,
3670845558.128958,000020948206,00,00,00,00,AA,04,05,00,
3670845558.129250,0000208C000C,00,03,00,01,AA,04,05,00,
3670845558.132217,0000208C008E,00,16,00,01,AA,13,05,00,
3670845558.132510,0000208C0100,00,00,00,00,AA,FF,00,00,
3670845558.132801,0000208C0182,00,03,00,00,AA,FF,00,00,
3670845558.133089,0000208C0204,00,16,00,01,AA,05,02,00,
3670845558.133377,0000208C0286,00,00,00,00,AA,FF,00,00,
3670845558.133667,0000208C4008,00,00,02,00,AA,FF,00,00,
3670845558.133951,0000208C408A,00,0A,01,01,AA,04,02,01,
3670845558.134239,0000208C410C,00,00,01,00,AA,FF,00,00,
3670845558.137525,0000208C800E,00,00,00,00,AA,18,05,00,
3670845558.137813,0000208C8080,00,00,00,01,AA,09,05,00,
3670845558.138101,0000208C8102,00,00,00,01,AA,09,05,00,
3670845558.138392,0000208C8184,00,00,00,00,AA,FF,00,00,
3670845558.138685,0000208C8206,00,00,00,00,AA,FF,00,00,
3670845558.138977,00002092000C,00,00,00,00,AA,FF,00,00,
3670845558.139263,00002092008E,00,06,00,01,AA,05,05,00,
3670845558.139554,000020920100,00,00,00,00,AA,FF,00,00,
3670845558.142225,000020920182,00,00,00,00,AA,FF,00,00,
