"Time","Header","half0_0","half0_1","half0_2","half0_3","half1_3","half1_2","half1_1","half1_0","Priority_Index","H_U","Class_Type","Address","Data_Item_Type","Data_Item_Number","Counter","Att"
"3665640970","37868108","6D","A3","6D","B9","11","4","0","1"
"3665640970","00003786808A","1","61","6D","B9","0","1","0","1"
"3665640970","00003786810C","6D","AE","6D","AE","13","6B","0","0"
"3665640970","00003786808E","1","A4","6D","B9","0","4","0","4"
"3665640970","37868100","6D","A3","6D","B9","13","A3","0","9"
"3665640971","37868082","1","8D","6D","98","0","3","0","3"
"3665640971","37868104","6D","AE","6D","CF","13","C3","0","2"
"3665640971","37868086","1","82","6D","B9","0","3","0","3"
"3665640971","37868108","6D","AE","6D","CF","12","5B","0","2"
"3665640971","00003786808A","1","6C","6D","B9","0","5","0","5"
"3665640971","00003786810C","6D","B9","6D","C4","10","EE","0","2"
"3665640971","00003786808E","1","99","6D","C4","0","1","0","1"
"3665640971","37868100","6D","B9","6D","B9","11","23","0","4"
"3665640971","37868082","1","8D","6D","C4","0","3","0","3"
"3665640971","37868104","6D","A3","6D","AE","12","BA","0","3"
"3665640971","37868086","1","99","6D","AE","0","3","0","3"
"3665640971","37868108","6D","98","6D","B9","13","F3","0","0"
"3665640971","00003786808A","1","6C","6D","AE","0","4","0","4"
"3665640971","00003786810C","6D","B9","6D","C4","11","0","0","2"
"3665640971","00003786808E","1","6C","6D","C4","0","8","0","8"
"3665640971","37868100","6D","A3","6D","B9","13","93","0","0A"
"3665640971","37868082","1","82","6D","CF","0","4","0","4"
"3665640971","37868104","6D","98","6D","CF","12","74","0","6"
"3665640971","37868086","1","82","6D","AE","0","6","0","6"
"3665640971","37868108","6D","AE","6D","B9","11","3D","0","5"
"3665640972","00003786808A","1","6C","6D","B9","0","0","0","0"
"3665640972","00003786810C","6D","AE","6D","98","13","72","0","0A"
"3665640972","00003786808E","1","82","6D","CF","0","0A","0","0A"
"3665640972","37868100","6D","B9","6D","AE","11","99","0","3"
"3665640972","37868082","1","82","6D","B9","0","3","0","3"
"3665640972","37868104","6D","B9","6D","CF","11","0","0","1"
"3665640972","37868086","1","6C","6D","AE","0","2","0","2"
"3665640972","37868108","6D","AE","6D","A3","11","85","0","4"
"3665640972","00003786808A","1","77","6D","AE","0","1","0","1"
"3665640972","00003786810C","6D","B9","6D","B9","14","3D","0","7"
"3665640972","00003786808E","1","61","6D","AE","0","5","0","5"
"3665640972","37868100","6D","A3","6D","B9","14","4A","0","6"
"3665640972","37868082","1","82","6D","B9","0","2","0","2"
"3665640972","37868104","6D","B9","6D","B9","11","4D","0","7"
"3665640972","37868086","1","6C","6D","AE","0","3","0","3"
"3665640972","37868108","6D","AE","6D","A3","11","2A","0","6"
"3665640972","00003786808A","1","56","6D","DB","0","3","0","3"
"3665640972","00003786810C","6D","98","6D","CF","11","8","0","0"
"3665640972","00003786808E","1","6C","6D","AE","0","7","0","7"
"3665640972","37868100","6D","A3","6D","C4","14","35","0","6"
"3665640973","37868082","1","6C","6D","AE","0","6","0","6"
"3665640973","37868104","6D","AE","6D","AE","14","34","0","5"
"3665640973","37868086","1","A4","6D","AE","0","3","0","3"
"3665640973","37868108","6D","A3","6D","B9","13","42","0","8"
"3665640973","00003786808A","1","8D","6D","AE","0","5","0","5"
"3665640973","00003786810C","6D","AE","6D","B9","12","9E","0","6"
"3665640973","00003786808E","1","99","6D","C4","0","1","0","1"
"3665640973","37868100","6D","C4","6D","C4","13","44","0","6"
"3665640973","37868082","1","77","6D","B9","0","7","0","7"
"3665640973","37868104","6D","C4","6D","AE","14","3B","0","2"
"3665640973","37868086","1","8D","6D","B9","0","3","0","3"
"3665640973","37868108","6D","A3","6D","B9","11","56","0","3"
"3665640973","00003786808A","1","6C","6D","AE","0","4","0","4"
"3665640973","00003786810C","6D","98","6D","AE","11","16","0","5"
"3665640973","00003786808E","1","99","6D","A3","0","6","0","6"
"3665640973","37868100","6D","AE","6D","CF","11","36","0","9"
"3665640973","37868082","1","6C","6D","C4","0","6","0","6"
"3665640973","37868104","6D","B9","6D","B9","12","61","0","0"
"3665640973","37868086","1","8D","6D","AE","0","6","0","6"
"3665640973","37868108","6D","A3","6D","AE","12","F2","0","6"
"3665640974","00003786808A","1","82","6D","C4","0","5","0","5"
"3665640974","00003786810C","6D","C4","6D","C4","10","FE","0","8"
"3665640974","00003786808E","1","99","6D","AE","0","6","0","6"
"3665640974","37868100","6D","98","6D","B9","11","9B","0","1"
"3665640974","37868082","1","61","6D","CF","0","3","0","3"
"3665640974","37868104","6D","B9","6D","A3","11","2A","0","8"
