"Time","Header","half0_0","half0_1","half0_2","half0_3","half1_3","half1_2","half1_1","half1_0","Priority Index","H/U","Class Type","Address","Data Item Type","Data Item Number","Counter","Att"
"3670861744.626050","000021060086","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","3","0","1","3","0"
"3670861744.626350","000021000082","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","1","1","0"
"3670861744.626650","000021000004","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","0","2","0"
"3670861744.626946","000021000206","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","4","3","0"
"3670861745.625865","000021000088","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","1","4","0"
"3670861745.626155","000029864088","00","00","00","00","00","01","00","00","2","Host(0)","I/O_Data(3)","3","1","1","4","0"
"3670861750.627270","00002106008A","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","3","0","1","5","0"
"3670861750.627565","00002100008A","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","1","5","0"
"3670861750.627863","00002100000C","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","0","6","0"
"3670861750.628160","00002100020E","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","4","7","0"
"3670861751.627041","000021000080","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","1","0","0"
"3670861751.627332","00002986408C","00","00","00","00","00","01","00","00","2","Host(0)","I/O_Data(3)","3","1","1","6","0"
"3670861756.628161","00002106008E","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","3","0","1","7","0"
"3670861756.628461","000021000082","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","1","1","0"
"3670861756.628762","000021000004","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","0","2","0"
"3670861756.629057","000021000206","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","4","3","0"
"3670861757.628259","000021000088","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","1","4","0"
"3670861757.628552","000029864080","00","00","00","00","00","01","00","00","2","Host(0)","I/O_Data(3)","3","1","1","0","0"
"3670861762.629385","000021060082","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","3","0","1","1","0"
"3670861762.629683","00002100008A","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","1","5","0"
"3670861762.629981","00002100000C","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","0","6","0"
"3670861762.630277","00002100020E","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","4","7","0"
"3670861763.629522","000021000080","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","0","0","1","0","0"
"3670861763.629815","000029864084","00","00","00","00","00","01","00","00","2","Host(0)","I/O_Data(3)","3","1","1","2","0"
"3670861768.630597","000021060086","00","00","00","00","00","00","00","00","0","Host(0)","Status(2)","3","0","1","3","0"
